2019-01-04 00:44:35,10
2019-01-04 00:44:40,10
2019-01-04 00:44:45,10
2019-01-04 00:44:50,10
2019-01-04 00:44:55,10
2019-01-04 00:45:00,10
2019-01-04 00:45:05,10
2019-01-04 00:45:10,10
2019-01-04 00:45:15,10
2019-01-04 00:45:20,10
2019-01-04 00:45:25,10
2019-01-04 00:45:30,10
2019-01-04 00:45:35,10
2019-01-04 00:45:40,10
2019-01-04 00:45:45,10
2019-01-04 00:45:50,10
2019-01-04 00:45:55,10
2019-01-04 00:46:00,10
2019-01-04 00:46:05,10
2019-01-04 00:46:10,10
2019-01-04 00:46:15,10
2019-01-04 00:46:20,10
2019-01-04 00:46:31,10
2019-01-04 00:46:36,10
2019-01-04 00:46:41,10
2019-01-04 00:46:46,10
2019-01-04 00:46:51,10
2019-01-04 00:46:56,10
2019-01-04 00:47:01,10
2019-01-04 00:47:06,10
2019-01-04 00:47:11,10
2019-01-04 00:47:16,10
2019-01-04 00:47:21,10
2019-01-04 00:47:26,10
