2019-01-02 18:49:55,10
2019-01-02 18:49:56,10
2019-01-02 18:49:57,10
2019-01-02 18:51:25,10
2019-01-02 18:51:26,10
2019-01-02 18:51:27,10
2019-01-02 18:51:28,10
2019-01-02 18:51:40,10
2019-01-02 18:51:41,10
2019-01-02 18:51:42,10
2019-01-02 18:51:43,10
2019-01-02 18:51:49,10
2019-01-02 18:51:50,10
2019-01-02 18:51:51,10
2019-01-02 18:51:52,10
2019-01-02 18:53:09,10
2019-01-02 18:53:10,10
2019-01-02 18:53:11,10
2019-01-02 18:53:12,10
2019-01-02 19:03:29,10
2019-01-02 19:03:30,10
2019-01-02 19:03:31,10
2019-01-02 19:03:32,10
